,Name,Address,Tel,Email,Contact Persons,Products
71,A R INTERNATIONAL,"MANJOO NAGAR, PRABHAT MARKET
MORADABAD, UTTAR PRADESH",591-2490004,arinternational105@gmail.com,AMAN AGARWAL,"ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,EPNS WARE,GLASSWARE,IRON ARTWARES,WOODEN ALMIRAH,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,EPNS WARE,GLASSWARE,IRON ARTWARES,WOODEN ALMIRAH,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,EPNS WARE,GLASSWARE,IRON ARTWARES,WOODEN ALMIRAH,"
72,A RAVI RAG INDUSTRIES,"NO.10, 5TH MAIN, 9TH CROSS, BHUVANESHWARI NAGAR, K P AGRAHARA MAGADI ROAD
BANGALORE, KARNATAKA","80-23381197,80-26760109",araviragindustries@gmail.com,A RAVI CHANDRA,"INCENSE STICKS & GIFT SETS,INCENSE STICKS & GIFT SETS,"
73,A S EXPORT,"M-21/2, BATLA HOUSE, JAMIA NAGAR
NEW DELHI, DELHI",11-26977746,a.s.exportindia@gmail.com,FURQUAN AHMED,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
74,A S HANDICRAFT,"11/6802, GANPAT SARAI, GAROH KA CHOWK, NEAR KHATIKO KA KUAA
SAHARANPUR, UTTAR PRADESH",,786ashandicraft@gmail.com,FAHAD IBRAHIM,"HANDICRAFTS,WOODEN ARTWARES,HANDICRAFTS,WOODEN ARTWARES,"
75,A S INTERNATIONAL,"A-46,SECTOR 80
NOIDA, UTTAR PRADESH",91-120,"asinternationalonline@gmail.com,ashish@as-ind",ASHISH SRIVASTAVA,"TEXTILE CRAFTS,"
76,A S INTERNATIONAL,"A-1/66/23, EAST GOKALPUR, LONI ROAD
NEW DELHI, DELHI",11-64648895,info@asinternationalindia.in,NAVNIT KUMAR TALWAR,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
77,A S INTERNATIONAL,"H-37, SECTOR-41, NOIDA
GAUTAM BUDH NAGAR, UTTAR PRADESH",,pushkar@hsexports.org,MEENA SINGH,"BAGS,CUSHION COVERS,FURNITURE,GLASSWARE,LEATHER GOODS,METALWARE,TEXTILE CRAFTS,RUGS & ACESSORIES"
78,A S T INTERNATIONAL,"26-A, UDHYOG NAGAR, BASNI 2ND PHASE
JODHPUR, RAJASTHAN",,shivam.astinternational@gmail.com,ANURADHA LADIA,"FURNITURE,HANDICRAFTS,WOODEN HANDICRAFT, IRON HANDICRAFTS,"
79,A SALAM (JEWELLERS),"SHOP NO. 59, NEW OBEROI SHOPPING CENTRE, NARIMAN POINT,
MUMBAI, MAHARASHTRA","22-65714584,22-22886760,22-22855344",asalam4059@hotmail.com,GULAM NABI,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
80,A TINY MISTAKE,"A -339, SECTOR-37, GREATER NOIDA,
NOIDA, UTTAR PRADESH",,akanksha@atinymistake.com,AKANKSHA TANDON,"ACCENT FURNITURE,BOXES IN WOOD AND METAL,FURNITURE- METAL/IRON,GARDEN LIGHTING,HOME LIGHTING,LANTERNS & GARDEN LIGHTING,METALWARE,POTTERY,POTTERY,POTTERY AND CERAMICS,STATIONERY - GIFT,"
81,A TO Z INDIA IMPEX,"46, 47, RAJ RATNA CHAMBER KHODIYARNAGAR NH NO- 8, BAPUNAGAR,
AHMEDABAD, GUJARAT",79-23288287,safeexpresssona@gmail.com,MUKESH SHAMBHUBHAI SUHAGIA,"HANDICRAFTS,"
82,A V A HANDFAB PVT LTD,"KUNDA ROAD, BEHIND MALA FLOOR MILL PARTAPUR,
MEERUT, UTTAR PRADESH","121-2441751,121-2441752,121-2441753",ashish@avahandfab.com,ASHISH GUPTA,"BATH RUGS,LEATHER CARPETS,BATH RUGS,LEATHER CARPETS,BATH RUGS,LEATHER CARPETS,BATH RUGS,LEATHER CARPETS,BATH RUGS,LEATHER CARPETS,HANDMADE CARPETS, HANDFUTED CARPETS, HANDLOOM CARPETS,"
83,A V EXPORTS,"E-163, KAVI NAGAR INDUSTRIAL AREA, SECTOR-17,
GHAZIABAD, UTTAR PRADESH",120-2720778,as1801@gmail.com,ANUBHAV SINGHAL,"BRASS ARTWARES,HANDICRAFTS,HANDICRAFTS ITEMS,"
84,A V HANDICRAFTS,"BEHIND KUNDAN PETROL PUMP,
MORADABAD, UTTAR PRADESH",844-9486669,info@avhandicrafts.co.in,ASHISH GUPTA,"ALUMINIUM WARE,BOWLS,BOWLS, PLATES, TRAYS,BOXES IN WOOD AND METAL,BRASSWARE,CHRISTMAS DECORATION & ORNAMENTS,COASTERS,DECORATIVE ITEMS,ENAMEL DECORATIVE,ENAMEL WARE,STAINLESS STEEL ARTICLES ,"
85,A V INTERNATIONAL,"74, DARYA GANJ, OPPOSITE COMMERCIAL SCHOOL
NEW DELHI, DELHI",11-47505999,"ashwanikjain@hotmail.com,argentorsilver@gmail",VIBHOR JAIN,"HANDICRAFTS,HANDICRAFTS,"
86,A VON INTERNATIONAL,"AMBALA ROAD, BADI NAHAR
SAHARANPUR, UTTAR PRADESH",,avoninternational17@gmail.com,ASAD ALI,"IRON ARTWARES,WOODEN ARTWARES,"
87,A W HANDICRAFTS,"NEAR KOHINOOR TIRAHA LAL NAGARI, KARULA,
MORADABAD, UTTAR PRADESH",,1awhandicraftss@gmail.com,SYED ALI WAHID NAQUI,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HORN CRAFTS,IRON CRAFTS,WOODCRAFTS,BORN ARTWARE,"
88,A Y EXPORT,"MOHULLA KISROL, NEAR MASJID, MOULSARI
MORADABAD, UTTAR PRADESH",591-2410009,ayexport007@gmail.com,GHAZI WARIS ALI,"ALUMINIUM ARTWARES,BRASSWARE,COPPERWARE,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,COPPERWARE,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,COPPERWARE,IRON ARTWARES,ALUMINIUM ARTWARES,BRASSWARE,COPPERWARE,IRON ARTWARES,"
89,A&A EXPORTS,"G1-156, EPIP RIICO INDUSTRIAL AREA, SITAPURA, TONK ROAD,
JAIPUR, RAJASTHAN","141-2554470,141-2770501,141-2770542",arun@aandaexports.com,ARUN KUMAR PUGALIA,"HANDICRAFTS,INDIA ITEMS,TEXTILE CRAFTS,"
90,A-1 EXPORTS,"15B/1/13C, NIRYAAT NAGAR, DELHI ROAD
MORADABAD, UTTAR PRADESH",,rishabh@a-1exports.com,RISHABH SINGHAL,"FURNITURE,HANDICRAFTS,HOME DECORATIVE,"
91,A-CLASSIC HANDICRAFT,"GALI NO.17, TELIWADA, KARIM NAGAR, ANSAR BLCOK, HAPUR ROAD
MEERUT, UTTAR PRADESH",121-2700167,aclassichandicraft@gmail.com,MOHD. SHAEED,"HANDICRAFTS,"
92,A. A. ARTS,"A-6, HAUZ KHAS,
NEW DELHI, DELHI","11-41655850,11-46113753,11-46113754",aaarts@airtelmail.in,PRADEEP KUMAR,"HANDICRAFTS,TEXTILE CRAFTS,"
93,A. A. HANDICRAFTS,"NEAR NEW MASJID BY PASS, PANDIT NAGLA,
MORADABAD, UTTAR PRADESH","91- 591,91- 9927004753",aahandi@gmail.com,AKRAM ALI,"ALUMINIUM WARES,"
94,A. B. COLLECTIONS,"102 G- 7, MATHWALI STREET, DAULAT BAGH P.S.NAGPHANI,
MORADABAD, UTTAR PRADESH",91- 591,info@abcintl.co.in,MOHAMMAD YAQUB,"ALUMINIUM WARES,"
95,A. B. M. EXPORTS,"F-12, MUGHALPURA I,KOYALWALI MASJID, LAKRIWALAN,
MORADABAD, UTTAR PRADESH","591-2495347,591-2328026",info@abmexports.com,MUSHAHID ALI,"ALUMINIUM WARES,BRASSWARE,EPNS WARE,GLASSWARE,IRON CRAFTS,"
96,A. C. BROTHERS,"LAKRI FAZALPUR, NATIONAL HIGHWAY-24, DELHI ROAD,
MORADABAD, UTTAR PRADESH","591-2489943,591-24800753","sales@acbros.com,info@acbros.com",VIPUL CHANDRA,"ALUMINIUM WARES,BRASSWARE,EPNS WARE,GLASSWARE,IRON CRAFTS,"
97,A. D. INTERNATIONAL,"87 LAJPAT NAGAR,
MORADABAD, UTTAR PRADESH","591-2493726,591-2499726",adintl@gmail.com,JAVIED AHMAD,"ALUMINIUM WARES,BRASSWARE,GLASSWARE,"
98,A. D. PRODUCTS PVT LTD,"C-6, MANGOLPURI INDUSTRIAL AREA, PHASE-1
NEW DELHI, DELHI","11-27910114,11-27910559,11-27910562,11-27868088",adproducts@ymail.com,SUREINDER JAIN,"BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,BAGS,BAGS (BEADED),BEADS,KNITTED SCARVES & SHAWLS,PASHMINA SHAWLS ,APPAREL"
99,A. DAGA ROYAL ARTS,"JANGID BHAWAN, M. I. ROAD,
JAIPUR, RAJASTHAN","141-2379192,141-2377251","raj@adaga.in,accounts@adaga.in,prashan@adaga.",PRASHAN CHAND DAGA,"HANDICRAFTS,INDIA ITEMS,"
100,A. G. EXPORTS INC.,"KHANNA BUILDING, MEHBULLA GANJKATGHAR,
MORADABAD, UTTAR PRADESH","591-2496048,591-6532395","merchandiser@rkmetal.co.in,info@rkmetal.co.in",KALPANA KHANNA,"BRASSWARE,EPNS WARE,HANDICRAFTS,"
101,A. G. FASHION,"167, MAHAVER NAGAR-Y, NEAR KOHINOOR GARDEN APPT, SANGANER,
JAIPUR, RAJASTHAN","141-2733812,141-2733813",ashish.gargjaipur@yahoo.com,ASHISH GARG,"HANDICRAFTS,TEXTILE CRAFTS,"
102,A. H. EXPORTS,"203-LAJPAT NAGAR
MORADABAD, UTTAR PRADESH",591-2498148,"salman@ahexport.com,arsalan@ahexport.com",MOHD. SALEEM,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
103,A. J. ART INDIA,"PRINCE ROAD NEAR. INDIRA CHOWK SURABHI NURSING HOME,
MORADABAD, UTTAR PRADESH",-9411809033,hamad_asif@yahoo.com,ASIF IQBAL,"ALUMINIUM WARES,"
104,A. K. DYEING,"E-107, LAJPAT NAGAR-I, 1ST FLOOR,
NEW DELHI, DELHI",11-29813854,dyeing@airtelmail.in,NARESH KUMAR SADH,"HANDICRAFTS,TEXTILE CRAFTS,"
105,A. K. IMPEX,"AROTO BLDG., GROUND FLOOR, P. K. ROAD, MULUND [W],
MUMBAI, MAHARASHTRA","22-25692669,22-25925635","aju_sayyed@vsnl.net,aziz_78633@yahoo.in",AZIZ M. SAYED,"HANDICRAFTS,"
106,A. L. PAPER HOUSE,"NEAR TEMPO STAND,MOHALLA KAGZIYAN, SANGANER,
JAIPUR, RAJASTHAN","141-2731706,141-2732555",info@alpaperhouse.com,ABDUL LATIF,"PAPIER MACHE,"
107,A. M. GLASS INTERNATIONAL,"OPP. RASNA TALKIES, BARI KA NAGLA BYE PASS ROAD,
FIROZABAD, UTTAR PRADESH","5612-280341,5612-292171",amglass@amglassintl.com,AJAYA BHAWALPURIA,"HANDICRAFTS,"
108,A. M. INDUSTRIES,"GALI NO-8, REHMAT NAGAR,
MORADABAD, UTTAR PRADESH",591-6451453,info@ami.net.in,SHAHNAWAB MIRZA,"EPNS WARE,HANDICRAFTS,EPNS WARE,HANDICRAFTS,EPNS WARE,HANDICRAFTS,EPNS WARE,HANDICRAFTS,"
109,A. M. R. INTERNATIONAL,"ASHRAJI GALI BAGH WALI MASJID, OPP: WATER TANK, MUFTI TOLA
MORADABAD, UTTAR PRADESH",,munawwer@amrhomedecor.com,TABINDA JABEEN,"HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL ARTICLES ,"
110,A. N. HANDICRAFTS,"LAJPAT NAGAR, NEAR POLICE CHOWKI, OPP. SHIVA NURSING HOME,
MORADABAD, UTTAR PRADESH",591-2490061,anhandicrafts786@gmail.com,PARVEZ ALAM,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,"
111,A. P. INDUSTRIES,"P-44 RABINDRA SARANI,
KOLKATA, WEST BENGAL",33-22252148,"amitsultania2000@yahoo.com,amit@dryflora.com",PURUSHOTTAM SULTANIA,"HANDICRAFTS,"
112,A. P. FASHIONS PVT.LTD.,"227, A. J. C. BOSE ROAD,
KOLKATA, WEST BENGAL","33-22404611,33-22404788","mail@apfashions.net,apfashions@vsnl.net",ASHOK KUMAR JHUNJHUNWALA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
113,A. P. HANDICRAFTS DEV.CORP.LTD,"HASTAKALA BHAVAN,2ND FLOOR, CFSC BUILDING, BEHIND ""HASTKALA BHAVAN"", OPPOSITE TELEPHONE EXCHANGE, MUSHEERABADOPP.TELEPHONE EXCHANGE,MUSHEERABAD,
HYDERABAD, TELANGANA",866-2578099,marketing.aphdcltd@yahoo.com,"DR. HEMALATHA DEVI,IRA","HANDICRAFTS,HANDLOOM-FABRICS & PRODUCTS,"
114,A. P. S. ENTERPRISES (INDIA),"PLOT NO.D-13, INDUSTRIAL ESTATE,ROORKEY
HARIDWAR, UTTARAKHAND",1332-260447,aps_7enter@bsnl.in,PREM CHAND,"BRASSWARE,HANDICRAFTS,"
115,A. R. EXPORTS,"9, BEHIND RAJASTHALI, M. I. ROAD
JAIPUR, RAJASTHAN",141-2369564,tanmay_47@hotmail.com,TANMAY PALIWAL,"HANDICRAFTS,"
116,A. R. INDUSTRIES,"11, 2ND CROSS, MYSORE ROAD,
BANGALORE, KARNATAKA",80-26742015,arindua@dataone.in,ABDUL WAHID,"INCENSE/INCENSE BURNERS,"
117,A. R. INTERNATIONAL,"58 THATHERA STREET,
MORADABAD, UTTAR PRADESH",591-2314684,abdulsttarmbel@bsnl.in,ABDUL SATTAR,"ALUMINIUM WARES,BRASSWARE,EPNS WARE,IRON CRAFTS,OTHER INDIAN HANDICAFTS,WOOD CRAFTS,ALUMINIUM WARES,BRASSWARE,EPNS WARE,IRON CRAFTS,OTHER INDIAN HANDICAFTS,WOOD CRAFTS,ALUMINIUM WARES,BRASSWARE,EPNS WARE,IRON CRAFTS,OTHER INDIAN HANDICAFTS,WOOD CRAFTS,ALUMINIUM WARES,BRASSWARE,EPNS WARE,IRON CRAFTS,OTHER INDIAN HANDICAFTS,WOOD CRAFTS,"
118,A. R. TRADERS,"FLAT NO. 128, 46, SHREEDHAR ROY ROAD,
KOLKATA, WEST BENGAL",,artraders.exporter@gmail.com,GHULAM HUSSAIN KHAN,"HOME FURNISHING,JEWELLERY,SCARVES,"
119,A. S. HANDICRAFTS,"IN FRONT OF PARIVERTAN SCHOOL , PEETAL NAGRI
MORADABAD, UTTAR PRADESH",,"asexports99@gmail.com,sandeep.singh@ashandicr",SANDEEP SINGH,"ALUMINIUM WARES,ALUMINIUM WARES,ALUMINIUM WARES,ALUMINIUM WARES,ALUMINIUM WARES,ALUMINIUM WARES,ALUMINIUM WARES,"
120,A. S. INTERNATIONAL,"H/91-92, FIRST FLOOR, LAJPAT NAGAR-1,
NEW DELHI, DELHI","11-29814140,11-41726653","dileepsadh@gmail.com,dksadh@gmail.com",DILIP KUMAR SADH,"HANDICRAFTS,"
121,A. S. SELECTION POINT,"H-105/14 NEAR SAHAB MASJID, BATLA HOUSE, JAMA NAGAR OKHLA,
NEW DELHI, DELHI","11-55672302,11-26985234",iqbal_navab@rediffmail.com,MR. IQBAL AHMED,"HOME FURNISHINGS,"
122,A. T. INTERNATIONAL,"BARAHI TOLA STREET,
ETAWAH, UTTAR PRADESH",5688-252337,hometexhasan@rediffmail.com,TAIYABA ANSARI,"HANDICRAFTS,"
123,A. T. S. S. ENTERPRISES,"F-74, STREET NO.3, KARWAL NAGAR,CHAND BAGH, YAUMNA VIHAR,
DELHI, DELHI",011-22568233,atss.enterprises09@gmail.com,NASRUDDIN,"FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,FASHION ACCESSORIES,HANDICRAFTS,"
124,A. V. EXPORTS,"D.NO.7-156/A, VADDILANKA ELAMANCHILI MANDAL
JAIRAMPUR, ANDHRA PRADESH","8814-254554,8814-240716",avexports2002@yahoo.co.in,MR. ADDANKI VISHNU BRAHMA RAO,"HANDICRAFTS,LACE GIFTS,"
125,A. V. GROUPS,"645 A/306, JANKI VIHAR COLONY, JANKIPURAM,
LUCKNOW, UTTAR PRADESH","522-2349246,522-2766114",vibhu4645@yahoo.com,MR. VIBHU DIXIT,"TEXTILE CRAFTS,"
126,A. V. S. INTERNATIONAL,"106, MEGNUM HOUSE-1, MILAN COMPLEX, MOTI NAGAR,
NEW DELHI, DELHI","11-25920342,11-25920752",vjsheel@eth.net,VIJAY SHEEL,"DECORATIVE OBJECTS,TEXTILE CRAFTS,"
127,A.A.ENTERPRISES,"OPP: HARI THEATER, RAGHUNATH BAZAR
JAMMU, JAMMU & KASHMIR","191-2575421,191-2560112",vijay_jandyal@yahoo.com,VIJAY JANDYAL,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
128,A.A.HANDICRAFT INDIA,"BARWALAN MANOKAMNA KA MANDIR
MORADABAD, UTTAR PRADESH",,sqeedahmad8484@yahoo.in,ANIS AHMAD,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
129,A.A.M. EXPORTS,"944, GALI ALLAU-DIN, MAIN BAZAR, PAHAR GANJ,
NEW DELHI, DELHI","11-65362348,11-65362349",aamexports@yahoo.co.uk,JOGINDER NARANG,"JEWELLERY,JEWELLERY,JEWELLERY,JEWELLERY,JEWELLERY,JEWELLERY,ARTISTIC HANDICRAFT"
130,A.B. ART EXPORT,"NEAR KABIR ASHRAM, SALAWAS
JODHPUR, RAJASTHAN",0291-2696605,abartexport@gmail.com,BABULAL BHOBARIA,"HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,HANDICRAFTS,TEXTILE CRAFTS,"
131,A.B. ENTERPRISES,"5/622, MATA MANDIR, SHAKTI NAGAR, GOOLAR ROAD,
ALIGARH, UTTAR PRADESH",571-520932,abealok@yahoo.co.in,ALOK VARSHNEY,"ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,ALUMINIUM WARES,BRASSWARE,IRON CRAFTS,HANDICRAFTS"
132,A.B. ENTERPRISES (INDIA),"35- E.C. ROAD
DEHRADUN, UTTARAKHAND",135-2710148,swordsajay@gmail.com,AJAY BHATIA,"HANDICRAFTS,HANDICRAFTS,"
133,A.B. HANDICRAFTS,"S.C.F. 134, NEW GRAIN MARKET, MALOUT, MUKTSAR
ABOHAR, PUNJAB",-9888844552,abhandicrafts@hotmail.com,RUPINDER KAUR,"HANDICRAFTS,"
134,A.B. IMPEX,"LAL BAGH GALI-1,NEAR POLICE CHOWKI,
MORADABAD, UTTAR PRADESH",591-2955040,"waseem@abimpexinc.com,ali.waseem89@gmail.com",WASEEM UDDIN,"ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,"
135,A.B.L. EXPORTS,"NO. 9, LOGANATHAN STREET, VVG NAGAR, VENGAMEDU,
KARUR, TAMIL NADU","4324-220320,4324-220828",sales@ablexports.com,A. BASKAR,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,COTTON HANDLOOM,"
136,A.C. IMPEX INC,"SARAI SHEKH MEHMOOD, LAL MASJID ROAD,
MORADABAD, UTTAR PRADESH",,faisal.acimpex@gmail.com,ZAHEER ALAM,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,METAL HANDICRAFTS"
137,A.D. INTERNATIONAL,"14/263, SARAI SULTANI,
ALIGARH, UTTAR PRADESH",571-2510045,alaqsa780@gmail.com,SALMA AFZAL,"HANDICRAFTS,"
138,A.D.INTERNATIONAL,"URPURA, KATGHAR NEAR LAXMI NARAYAN KANAY INTER COLLEGE
MORADABAD, UTTAR PRADESH",,adinternational49@yahoo.com,ATUL DUBEY,"ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,HANDICRAFTS,IRON ARTWARES,"
139,A.E.T INDIA TRADE GROUP,"H-410, RAMESH MARG, C-SCHEME
JAIPUR, RAJASTHAN","141-4033832,141-4038206",aet.india.trade@gmail.com,SANTIAGO MAURICIO BAEZ,"TEXTILE CRAFTS,"
140,A.F. EXPORTS,"MINI BYPASS LAKRI FAZAL PUR, VILLAGE MAINATHER NEAR ESSR PETROL PUMP
MORADABAD, UTTAR PRADESH",591-2358050,"info@afexports.com,amir.suhail@afexports.com",MOHAMMED ARIF,"ALUMINIUM WARES,BRASSWARE,EPNS WARE,IRON CRAFTS,WOODCRAFTS,"
141,A.F. HANDICRAFTS,"27-D-20, KISROL JHABBU KA NALA
MORADABAD, UTTAR PRADESH",91-591,info@afhandicrafts.com,ARSHAD AHMAD SIDDIQUI,"ALUMINIUM WARES,"
142,A.F. INTERNATIONAL,"KHARI KUWAN MUGHAL PURA FIRST,
MORADABAD, UTTAR PRADESH",591-2497201,afinternational3@gmail.com,MOHD. FAHEEM,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,ARTWARES"
143,A.F. INTERNATIONAL INC.,"OPP: ROZE WALI ZIYARAT PEERZADA ROAD
MORADABAD, UTTAR PRADESH",,faizan1469@gmail.com,FAIZAN AKHTAR,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
144,A.F.INTERNATIONAL,"NEAR CHILDERN HOME ACADEMY KATGHAR, PACHPERA PARK
MORADABAD, UTTAR PRADESH",91-591,info@afinternational.in,MOHD.ARIF,"BRASSWARE,"
145,A.G. ENTERPRISES,"45, RAM SHARNAM COLONY, BASTI DANISHMANDAN,
JALANDHAR, PUNJAB","181-2639045,181-6546811","singla@agexport.in,india@agexport.in",GAURAV SINGLA,"BAGS,BAGS (COTTON),BAGS (LEATHER),SPORTS EQUIPMENT,SPORTS GOODS,SPORTS WEAR,"
146,A.G. EXPORTS,"DR. AHMAD HASAN KE KOTHI KE OPP: NAWABPURA
MORADABAD, UTTAR PRADESH",,agexport07@gmail.com,IKRAM ELAHI,"ALUMINIUM ARTWARES,BRASS ARTWARES,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,IRON ARTWARES,WOODEN ARTWARES,"
147,A.G. METAL EXPORTS,"20/G-14, PEERZADA STREET, NEAR GULAB WALI MASJID
MORADABAD, UTTAR PRADESH",591-6549998,agmetalhandicrafts@gmail.com,FAKHIR HUSAIN,"ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,HANDICRAFTS,WROUGHT IRON,ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,HANDICRAFTS,WROUGHT IRON,ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,HANDICRAFTS,WROUGHT IRON,ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,HANDICRAFTS,WROUGHT IRON,ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,HANDICRAFTS,WROUGHT IRON,"
148,A.G.BROTHERS,"58/296, AYODHYA KUNJ, TANTPUR ROAD,BYE PASS ROAD
AGRA, UTTAR PRADESH",562-6455505,agbrothers2012@gmail.com,DR. ABHISHEK GARG,"GLASSWARE,METALWARE,WOODEN ARTWARES,"
149,A.H. DECORATIVE EXPORT,"MUGHALPURA 2ND, NEAR KHUWAJA MASJID SIR YAQOOB ROAD,
MORADABAD, UTTAR PRADESH",,info@ahdecorative.com,AAMIR HASAN,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,HANDICRAFTS,IRON CRAFTS,OTHER INDIAN HANDICAFTS,"
